x,y,z,shot,tissue
-1059.77331590863,-170.175679006631,-140.446692179191,E25A_169_AM,SYS
-382.734899589899,-849.951851574721,120.865997154222,E25A_180_A,SYS
-947.695075725614,-1022.21108730442,40.1782873973179,E25A_180_C,SYS
-1412.88017238252,590.513832539032,-211.24815351768,E25A_161_D,Am
-1162.99618061692,907.54663075416,-237.910042481952,E25A_161_F,Am
-780.380132915172,1158.13899733174,-139.81570074081,E25A_161_H,Am
-525.218419059717,1086.57330584683,-174.682564219055,E25A_161_K,Am
-335.147858874011,807.552770803548,-199.615073703264,E25A_161_M,Am
-616.393324154973,1179.19322230483,-45.3566983265112,E25A_166_N,Am
-1031.04307244391,540.460434335539,-311.096006701471,E25A_166_R,Am
-167.386310497053,600.559684568309,-76.8667027321591,E25A_169_A,Am
-202.94358640002,702.687611234085,-89.6233943041891,E25A_169_B,Am
-315.957599462168,968.61327656189,-71.6600022946385,E25A_169_C,Am
-460.873665232474,1101.97704179504,-80.2488721993243,E25A_169_D,Am
-757.16998052023,1051.92701168048,-76.1555560384638,E25A_169_E,Am
-1221.80846382963,871.590445585512,-80.4674695844718,E25A_169_F,Am
-1129.8940521907,-53.9298881297817,-175.743194229965,E25A_169_H,Am
-196.284170766039,701.490715761436,-63.1606370961322,E25A_169_R,Am
-1300.69210307282,-833.003739978691,157.241963230313,E25A_180_I,Am
-1466.15342126006,-669.988689854592,118.120831621449,E25A_180_J,Am
-1616.60868790083,-539.876718352454,132.565142446058,E25A_180_K,Am
-143.080554874283,-600.601235461816,235.605306519182,E25A_184_H,Am
-165.936852835028,-454.345034044608,225.186331409191,E25A_184_I,Am
-135.658967327501,-258.929428485615,182.956840072534,E25A_184_J,Am
-98.4413148888156,-59.3991682242694,152.54874679401,E25A_184_K,Am
-477.149427978254,-1159.11506416716,216.287595311978,E25A_184_W,Am
-632.918979105176,-1132.1245941466,208.985790846802,E25A_184_X,Am
-1081.62232096756,-702.474663648168,122.692505212132,E25A_184_Y,Am
-1267.29659464226,-499.439203308688,49.9777389027091,E25A_184_Z,Am
-1301.93966438122,-326.41477350741,-22.6959086259236,E25A_184_AA,Am
-1395.8351584987,-114.228126890834,-85.025616060923,E25A_184_AB,Am
-141.639577502969,348.960396508958,119.206275848644,E25A_184_AC,Am
-172.471623734173,526.552860826917,145.504273423671,E25A_184_AD,Am
-818.31506707063,1023.32123934015,143.74768671851,E25A_184_AE,Am
-868.752656347581,1163.29756126775,249.310050550001,E25A_190_B,Am
-1153.79609721649,899.697083956264,235.809921884821,E25A_190_C,Am
-1450.26199588276,857.207329641749,281.564397050612,E25A_190_D,Am
-834.344921504161,-1142.40294257497,243.856495899259,E25A_190_F,Am
-451.74642788364,-1199.7933628,254.796672192114,E25A_190_G,Am
-752.452996048544,-1150.50726507398,269.407216540629,E25A_193_J,Am
-1340.419922,-866.367493,254.931763,E25A_193_L,Am
-320.052551466741,-1149.7059847725,275.085406778809,E25A_193_M,Am
-213.316647969182,627.239044543173,304.594080165363,E25A_193_U,Am
-846.97273200712,313.628520738928,-274.941259271308,E25A_161_J,EmDisc
-524.400941022225,533.326493388218,-274.248750811647,E25A_161_L,EmDisc
-335.342987,458.355469,-261.353058,E25A_161_O,EmDisc
-795.746896186513,387.333444101271,-283.971241797138,E25A_161_AD,EmDisc
-758.180098354553,369.274632966359,-237.747406555912,E25A_166_F,EmDisc
-571.901894301677,385.140412623951,-186.647963541799,E25A_166_G,EmDisc
-555.800973519103,521.398542874338,-252.635725983883,E25A_166_H,EmDisc
-662.351624,468.918701,-251.496216,E25A_166_AH,EmDisc
-929.769198398765,44.3043976242857,-115.155933152828,E25A_169_I,EmDisc
-740.368932019185,197.659796865277,-102.992988581788,E25A_169_J,EmDisc
-630.90368212698,230.023617904332,-80.5095853249493,E25A_169_K,EmDisc
-545.256398293833,285.892224271886,-106.990802336531,E25A_169_L,EmDisc
-439.033636153175,300.27349572254,-124.09640799117,E25A_169_M,EmDisc
-354.245059087198,241.732451099737,-103.574897525201,E25A_169_N,EmDisc
-287.1538809083,109.683315077512,-53.7564849408597,E25A_169_O,EmDisc
-1016.41865802612,-495.448025861631,106.731676629839,E25A_180_E,EmDisc
-871.718490637197,-413.322286505591,72.1547363113546,E25A_180_F,EmDisc
-752.742219574793,-349.032455446365,83.3674684495082,E25A_180_G,EmDisc
-511.932288868651,-414.571938304063,124.20192967422,E25A_180_H,EmDisc
-258.728233344999,-359.557050086552,73.6441327933746,E25A_180_U,EmDisc
-263.426507660345,-539.430892856431,124.697538512039,E25A_180_V,EmDisc
-725.261441440835,-546.736988987627,142.116463166289,E25A_184_A,EmDisc
-676.852980849356,-656.499556218328,154.475515962284,E25A_184_B,EmDisc
-614.732730851752,-599.674024186578,152.026454544729,E25A_184_C,EmDisc
-647.785125998019,-465.463263062578,134.969978161257,E25A_184_D,EmDisc
-616.765835079332,-745.137720831273,147.992280269821,E25A_184_E,EmDisc
-537.712636014577,-745.375495070534,147.614307176035,E25A_184_F,EmDisc
-499.462899793023,-739.203617099087,147.309554485891,E25A_184_G,EmDisc
-904.676396065597,59.978256554099,-107.92204991116,E25A_174_A,EmDisc
-792.148880741598,110.32879803409,-76.2935078562844,E25A_174_B,EmDisc
-547.731344679072,209.193481135719,-49.4040874184449,E25A_174_C,EmDisc
-354.389465462428,133.835137384426,-37.5718845170545,E25A_174_D,EmDisc
-196.985316868029,-48.9310413490213,-134.282258150186,E25A_169_AJ,ExMes_stalk
-183.894339181917,4.39834150003767,-13.3158060845005,E25A_174_E,ExMes_stalk
-78.5577818591139,224.971062512949,-82.1825562216113,E25A_169_P,ExMes
-37.094231,-884.020325,-75.449844,E25A_169_Y,ExMes
16.1252322638512,-297.652828440526,-96.027897480185,E25A_169_AK,ExMes
128.310822,-1060.645142,35.930542,E25A_180_X,ExMes
41.467873,-728.936096,72.301773,E25A_190_H,ExMes
